4, 2, 2, 57896
4, 2, 3, 16141
4, 2, 4, 1447
4, 2, 5, 29459
4, 3, 1, 45404
4, 3, 2, 20270
4, 3, 3, 2823
4, 3, 4, 38796
4, 3, 5, 5673
4, 4, 1, 16222
4, 4, 2, 1144
4, 4, 3, 1679
4, 4, 4, 920
4, 5, 1, 18073
4, 6, 1, 83584
4, 6, 2, 6617
4, 7, 1, 9287
4, 7, 2, 2151
4, 7, 3, 3513
4, 7, 4, 1725
4, 8, 1, 59366
4, 8, 2, 13305
4, 8, 3, 14756
4, 8, 4, 7010
4, 8, 5, 5113
4, 9, 1, 27253
4, 9, 2, 48593
4, 10, 1, 26600
4, 11, 1, 30795
4, 12, 1, 23894
4, 12, 2, 3234
4, 13, 1, 31662
4, 13, 2, 59164
4, 14, 1, 16085
4, 15, 1, 9472
4, 15, 2, 3590
4, 16, 1, 35619
4, 17, 1, 68645
4, 17, 2, 17317
4, 17, 3, 8772
4, 18, 1, 10666
5, 1, 1, 9353
5, 1, 2, 1599
5, 1, 3, 4984
5, 1, 4, 3683
5, 2, 1, 6265
5, 2, 2, 10800
5, 2, 3, 6535
5, 2, 4, 2518
5, 2, 5, 4142
5, 2, 6, 3663
5, 2, 7, 37153
5, 2, 8, 30907
5, 2, 9, 40621
5, 2, 10, 47601
5, 2, 11, 53085
5, 2, 12, 6532
5, 2, 13, 2788
5, 2, 14, 5719
5, 3, 1, 2405
5, 3, 2, 32435
5, 3, 3, 4815
5, 4, 1, 33510
5, 4, 2, 2724
5, 4, 3, 2473
5, 4, 4, 4720
5, 5, 1, 2438
5, 5, 2, 5099
5, 5, 3, 12882
5, 5, 4, 7569
5, 6, 1, 35055
5, 6, 2, 2820
5, 6, 3, 5186
5, 6, 4, 6430
5, 7, 1, 6054
5, 7, 2, 9295
5, 7, 3, 4455
5, 7, 4, 7169
5, 7, 5, 3131
5, 8, 1, 6075
5, 8, 2, 2151
5, 8, 3, 2080
5, 8, 4, 1163
5, 8, 5, 7869
5, 9, 1, 6450
5, 9, 2, 25602
5, 10, 1, 45734
5, 10, 2, 5964
5, 10, 3, 5239
5, 11, 1, 17254
5, 11, 2, 3309
5, 11, 3, 505
5, 12, 1, 6253
5, 12, 2, 3975
5, 12, 3, 2789
6, 1, 1, 63351
6, 1, 2, 58372
6, 1, 3, 47682
6, 1, 4, 60410
6, 1, 5, 56071
6, 1, 6, 38411
6, 1, 7, 39892
6, 1, 8, 113394
6, 1, 9, 8518
6, 1, 10, 13408
6, 1, 11, 1805
6, 2, 1, 32167
6, 2, 2, 5627
6, 2, 3, 1272
6, 2, 4, 2278
6, 2, 5, 846
6, 2, 6, 5762
6, 3, 1, 49717
6, 3, 2, 45023
6, 3, 3, 57086
6, 3, 4, 46055
6, 3, 5, 21043
6, 3, 6, 23479
6, 3, 7, 1761
6, 3, 8, 2215
6, 3, 9, 1728
6, 4, 1, 67599
6, 4, 2, 6225
6, 4, 3, 5676
6, 5, 1, 19660
6, 5, 2, 1496
6, 6, 1, 5309
6, 6, 2, 1796
6, 6, 3, 679
6, 6, 4, 4442
6, 6, 5, 6383
6, 7, 1, 21647
6, 7, 2, 5724
6, 7, 3, 11523
6, 8, 1, 12712
6, 8, 2, 5715
6, 8, 3, 9134
6, 8, 4, 2147
6, 9, 1, 30430
6, 9, 2, 1542
6, 10, 1, 20239
6, 11, 1, 12387
7, 1, 1, 25003
7, 1, 2, 5620
7, 1, 3, 6138
7, 2, 1, 52247
7, 2, 2, 10032
7, 2, 3, 42638
7, 3, 1, 33923
7, 3, 2, 37374
7, 4, 1, 98730
7, 4, 2, 15435
7, 4, 3, 15400
7, 5, 1, 18725
7, 6, 1, 45982
7, 6, 2, 6501
7, 7, 1, 12472
7, 7, 2, 8454
7, 7, 3, 35636
7, 7, 4, 45935
7, 7, 5, 30449
7, 7, 6, 3763
7, 7, 7, 8516
7, 7, 8, 3019
7, 8, 1, 44679
7, 9, 1, 24436
7, 9, 2, 3849
7, 9, 3, 4943
7, 9, 4, 249144
7, 9, 5, 19488
7, 9, 6, 108109
7, 9, 7, 52611
7, 9, 8, 135679
7, 9, 9, 6356
7, 10, 1, 21842
7, 11, 1, 104789
7, 12, 1, 105861
7, 13, 1, 71544
7, 14, 1, 94364
7, 14, 2, 29234
8, 1, 1, 5310
8, 1, 2, 9009
8, 2, 1, 77077
8, 3, 1, 8929
8, 3, 2, 1848
8, 4, 1, 14632
8, 5, 1, 10280
8, 5, 2, 2037
8, 6, 1, 82658
8, 6, 2, 995
8, 6, 3, 3460
8, 7, 1, 28043
8, 8, 1, 5855
8, 8, 2, 3521
8, 9, 1, 17482
9, 1, 1, 6217
9, 1, 2, 5098
9, 1, 3, 2434
9, 1, 4, 670
9, 2, 1, 3555
9, 2, 2, 2050
9, 2, 3, 1370
9, 3, 1, 6189
9, 3, 2, 1651
9, 3, 3, 2003
9, 3, 4, 4427
9, 3, 5, 2225
9, 3, 6, 1727
9, 4, 1, 39416
9, 4, 2, 70819
9, 4, 3, 56401
9, 4, 4, 12451
9, 5, 1, 22814
9, 5, 2, 1382
9, 5, 3, 629
9, 5, 4, 1347
9, 5, 5, 5068
9, 6, 1, 6154
9, 6, 2, 248
9, 6, 3, 891
9, 6, 4, 829
9, 6, 5, 1250
9, 7, 1, 12848
9, 7, 2, 4743
9, 7, 3, 2770
9, 7, 4, 3679
9, 7, 5, 3054
9, 7, 6, 5818
9, 7, 7, 2656
9, 7, 8, 1847
9, 7, 9, 1715
9, 8, 1, 11934
9, 8, 2, 2278
9, 8, 3, 723
9, 8, 4, 4882
9, 8, 5, 2701
9, 9, 1, 13226
9, 9, 2, 4956
9, 9, 3, 1598
9, 10, 1, 87916
9, 10, 2, 42895
9, 10, 3, 18519
9, 10, 4, 5849
9, 10, 5, 1221
9, 10, 6, 3296
9, 10, 7, 2278
9, 11, 1, 5829
9, 11, 2, 2445
9, 11, 3, 2425
9, 12, 1, 21216
9, 12, 2, 6295
9, 13, 1, 19691
9, 13, 2, 1192
9, 13, 3, 1738
9, 13, 4, 1842
9, 13, 5, 1057
9, 14, 1, 19359
9, 15, 1, 8261
9, 15, 2, 1585
9, 15, 3, 7148
9, 16, 1, 20741
9, 16, 2, 18586
9, 17, 1, 6387
9, 17, 2, 2683
9, 18, 1, 6508
9, 18, 2, 3535
9, 18, 3, 2332
9, 19, 1, 9905
9, 20, 1, 4991
9, 20, 2, 1424
9, 20, 3, 2869
9, 21, 1, 9681
9, 22, 1, 4559
9, 23, 1, 4304
9, 23, 2, 1478
9, 24, 1, 5261
9, 24, 2, 2325
9, 25, 1, 6018
10, 1, 1, 81936
10, 1, 2, 3593
10, 2, 1, 19829
10, 2, 2, 1295
10, 3, 1, 91051
10, 3, 2, 1125
10, 3, 3, 2462
10, 3, 4, 3416
10, 4, 1, 39121
10, 4, 2, 3294
10, 4, 3, 680
10, 4, 4, 2281
10, 4, 5, 3337
10, 4, 6, 2168
10, 4, 7, 3111
10, 5, 1, 26002
10, 5, 2, 2860
10, 6, 1, 94730
10, 6, 2, 2965
10, 6, 3, 2091
10, 7, 1, 41702
10, 7, 2, 2022
10, 8, 1, 14451
10, 8, 2, 3409
10, 8, 3, 1686
10, 9, 1, 9021
10, 10, 1, 15263
10, 10, 2, 1433
10, 10, 3, 7444
10, 11, 1, 14735
10, 12, 1, 8087
10, 12, 2, 2308
10, 12, 3, 3977
10, 12, 4, 2414
10, 13, 1, 10629
10, 13, 2, 851
10, 14, 1, 11158
10, 15, 1, 11110
10, 15, 2, 4765
11, 1, 1, 25627
11, 1, 2, 13125
11, 2, 1, 101127
11, 2, 2, 109267
11, 2, 3, 65606
11, 2, 4, 107872
11, 2, 5, 34982
11, 2, 6, 50148
11, 2, 7, 256832
11, 2, 8, 17389
11, 2, 9, 6077
11, 2, 10, 11656
11, 3, 1, 32199
11, 3, 2, 5841
11, 3, 3, 2758
11, 3, 4, 3705
11, 3, 5, 1034
11, 3, 6, 9027
11, 3, 7, 9182
11, 3, 8, 10137
11, 4, 1, 51419
11, 4, 2, 4024
11, 4, 3, 11873
11, 4, 4, 6983
11, 4, 5, 8888
11, 4, 6, 2824
11, 4, 7, 7036
11, 4, 8, 1191
11, 5, 1, 45395
11, 5, 2, 56896
11, 5, 3, 13491
11, 6, 1, 79858
11, 6, 2, 3228
11, 6, 3, 7086
11, 6, 4, 2757
11, 6, 5, 3716
11, 6, 6, 4367
11, 6, 7, 1026
11, 6, 8, 2873
11, 6, 9, 2839
11, 6, 10, 1023
11, 6, 11, 6684
11, 6, 12, 8182
11, 6, 13, 182
11, 6, 14, 6299
11, 6, 15, 4889
11, 6, 16, 2437
11, 6, 17, 1295
11, 7, 1, 18008
11, 7, 2, 9354
11, 7, 3, 2628
11, 7, 4, 16533
11, 8, 1, 24186
11, 8, 2, 6016
11, 8, 3, 4218
11, 9, 1, 14197
11, 9, 2, 9630
11, 9, 3, 7659
12, 1, 1, 3225
12, 1, 2, 7081
12, 1, 3, 1874
12, 1, 4, 18405
12, 1, 5, 20589
12, 1, 6, 17778
12, 1, 7, 28347
12, 2, 1, 11608
12, 3, 1, 2735
12, 3, 2, 610
12, 3, 3, 1451
12, 3, 4, 1398
12, 3, 5, 571
12, 3, 6, 1886
12, 3, 7, 1411
12, 4, 1, 629
12, 4, 2, 2614
12, 4, 3, 3506
12, 4, 4, 945
12, 4, 5, 21824
12, 4, 6, 31896
12, 4, 7, 10053
12, 5, 1, 3448
12, 5, 2, 790
12, 5, 3, 2638
12, 6, 1, 11246
12, 6, 2, 2302
12, 7, 1, 3666
12, 7, 2, 1286
12, 8, 1, 14173
12, 8, 2, 5318
12, 8, 3, 17880
12, 8, 4, 11683
12, 8, 5, 14545
12, 8, 6, 22270
12, 8, 7, 18959
12, 8, 8, 5395
12, 8, 9, 13533
12, 8, 10, 9893
12, 8, 11, 10519
12, 8, 12, 11469
12, 8, 13, 21950
12, 8, 14, 1645
12, 8, 15, 610
12, 9, 1, 13281
12, 10, 1, 12158
12, 10, 2, 1735
12, 10, 3, 1053
12, 10, 4, 1223
12, 11, 1, 13597
12, 11, 2, 3623
12, 11, 3, 1816
12, 12, 1, 11499
12, 12, 2, 6221
12, 12, 3, 4347
12, 13, 1, 14506
12, 13, 2, 5122
12, 14, 1, 4500
12, 14, 2, 3478
12, 15, 1, 8258
12, 16, 1, 5643
12, 16, 2, 2607
12, 16, 3, 2797
12, 16, 4, 1051
12, 16, 5, 1563
12, 17, 1, 11469
12, 17, 2, 2895
12, 18, 1, 15719
12, 18, 2, 6082
12, 18, 3, 3074
12, 18, 4, 9571
12, 18, 5, 2893
12, 18, 6, 1524
12, 19, 1, 8336
12, 19, 2, 17018
12, 19, 3, 1665
12, 19, 4, 1887
12, 20, 1, 12753
12, 20, 2, 6832
12, 20, 3, 3733
12, 20, 4, 2359
12, 21, 1, 2937
12, 22, 1, 3378
12, 22, 2, 831
12, 23, 1, 6046
12, 23, 2, 2502
13, 1, 1, 21088
13, 1, 2, 4411
13, 1, 3, 4095
13, 1, 4, 7925
13, 1, 5, 4807
13, 1, 6, 5130
13, 1, 7, 4126
13, 1, 8, 8069
13, 2, 1, 26428
13, 2, 2, 9606
13, 2, 3, 11771
13, 3, 1, 165924
13, 3, 2, 13840
13, 3, 3, 9082
13, 3, 4, 8917
13, 3, 5, 2834
13, 3, 6, 2385
13, 3, 7, 2811
13, 4, 1, 50555
13, 4, 2, 52506
13, 5, 1, 96959
13, 5, 2, 1219
13, 5, 3, 14471
13, 6, 1, 15915
13, 6, 2, 6446
13, 6, 3, 3676
13, 6, 4, 1224
13, 6, 5, 2622
13, 7, 1, 76067
13, 8, 1, 158982
13, 9, 1, 344862
13, 9, 2, 62273
13, 9, 3, 39050
13, 9, 4, 26321
13, 9, 5, 27584
13, 10, 1, 73139
13, 10, 2, 28635
13, 11, 1, 119447
13, 11, 2, 18158
13, 12, 1, 85270
13, 12, 2, 11888
13, 13, 1, 58520
13, 14, 1, 15972
13, 14, 2, 1076
13, 15, 1, 23659
13, 15, 2, 9621
13, 16, 1, 155975
13, 16, 2, 43100
13, 16, 3, 41312
13, 17, 1, 42952
13, 18, 1, 87369
13, 19, 1, 57798
13, 20, 1, 18556
13, 21, 1, 17030
13, 21, 2, 1133
14, 1, 1, 10704
14, 1, 2, 5614
14, 2, 1, 29356
14, 3, 1, 9369
14, 3, 2, 6084
14, 3, 3, 3726
14, 3, 4, 2844
14, 3, 5, 2194
14, 3, 6, 1718
14, 4, 1, 16337
14, 4, 2, 4874
14, 4, 3, 3766
14, 4, 4, 2995
14, 5, 1, 37553
14, 5, 2, 7934
14, 6, 1, 26793
14, 6, 2, 2609
14, 6, 3, 1009
14, 6, 4, 4541
14, 7, 1, 8768
14, 7, 2, 9540
14, 7, 3, 5501
14, 7, 4, 8532
14, 7, 5, 11592
14, 7, 6, 101253
14, 7, 7, 44001
14, 7, 8, 62948
14, 7, 9, 30661
14, 7, 10, 86190
14, 7, 11, 18608
14, 8, 1, 7667
14, 8, 2, 6523
14, 8, 3, 4050
14, 8, 4, 3149
14, 8, 5, 2587
14, 8, 6, 2879
14, 8, 7, 7935
14, 9, 1, 12430
14, 9, 2, 10736
14, 10, 1, 13688
14, 10, 2, 5598
14, 11, 1, 10916
14, 12, 1, 9063
14, 13, 1, 8636
15, 1, 1, 24355
15, 2, 1, 32446
15, 2, 2, 16865
15, 3, 1, 12332
15, 3, 2, 4108
15, 3, 3, 3604
15, 3, 4, 1885
15, 3, 5, 8079
15, 4, 1, 19634
15, 4, 2, 20965
15, 5, 1, 17705
15, 5, 2, 12672
15, 6, 1, 88621
15, 7, 1, 9210
15, 7, 2, 11285
15, 8, 1, 4438
15, 8, 2, 3248
15, 9, 1, 18958
15, 9, 2, 6737
15, 10, 1, 24017
15, 11, 1, 10306
15, 11, 2, 35129
16, 1, 1, 96468
16, 1, 2, 9954
16, 2, 1, 27005
16, 2, 2, 4820
16, 3, 1, 124472
16, 3, 2, 2212
16, 3, 3, 12292
16, 3, 4, 7937
16, 3, 5, 1635
16, 4, 1, 23636
16, 4, 2, 2584
16, 4, 3, 3987
16, 5, 1, 23567
16, 5, 2, 8370
16, 5, 3, 7626
16, 6, 1, 112831
16, 6, 2, 7405
16, 6, 3, 3716
16, 6, 4, 4143
16, 7, 1, 19025
16, 7, 2, 3340
16, 7, 3, 2656
16, 7, 4, 5086
16, 7, 5, 1718
16, 7, 6, 4755
16, 8, 1, 33795
16, 8, 2, 6358
16, 8, 3, 3307
16, 8, 4, 4087
16, 9, 1, 16769
16, 9, 2, 2921
16, 10, 1, 16537
16, 11, 1, 5420
16, 11, 2, 7521
16, 12, 1, 12465
16, 12, 2, 6960
16, 13, 1, 11034
16, 13, 2, 1005
16, 13, 3, 1751
16, 14, 1, 10487
16, 14, 2, 2849
17, 1, 1, 19389
17, 1, 2, 3139
17, 1, 3, 4442
17, 1, 4, 5785
17, 1, 5, 2132
17, 2, 1, 14477
17, 2, 2, 2835
17, 2, 3, 1647
17, 2, 4, 2032
17, 2, 5, 2390
17, 2, 6, 1777
17, 3, 1, 48621
17, 3, 2, 21890
17, 3, 3, 3968
17, 3, 4, 25143
17, 3, 5, 4693
17, 4, 1, 9245
17, 4, 2, 4686
17, 4, 3, 2868
17, 5, 1, 9637
17, 5, 2, 3527
17, 5, 3, 1624
17, 5, 4, 1909
17, 5, 5, 2017
17, 6, 1, 13479
17, 7, 1, 17312
17, 7, 2, 4876
17, 7, 3, 6201
17, 7, 4, 4972
17, 7, 5, 5059
17, 7, 6, 5316
17, 8, 1, 24398
17, 8, 2, 7484
17, 8, 3, 4090
17, 8, 4, 1853
17, 8, 5, 5033
17, 9, 1, 107992
17, 9, 2, 34733
17, 9, 3, 58006
17, 9, 4, 43617
17, 9, 5, 11313
17, 9, 6, 6946
17, 9, 7, 10878
17, 10, 1, 21109
17, 10, 2, 1168
17, 10, 3, 3615
17, 10, 4, 1508
17, 11, 1, 14624
17, 11, 2, 6000
17, 12, 1, 7936
17, 12, 2, 1188
17, 13, 1, 11332
17, 13, 2, 8081
17, 14, 1, 17744
17, 15, 1, 15534
17, 15, 2, 5878
17, 15, 3, 6284
18, 1, 1, 33727
18, 1, 2, 3678
18, 1, 3, 2036
18, 2, 1, 46160
18, 2, 2, 5888
18, 2, 3, 1182
18, 2, 4, 1334
18, 3, 1, 16419
18, 3, 2, 6993
18, 3, 3, 2158
18, 4, 1, 61902
18, 4, 2, 1528
18, 4, 3, 14697
18, 5, 1, 24628
18, 5, 2, 1382
18, 5, 3, 1786
18, 6, 1, 37882
18, 6, 2, 20989
18, 6, 3, 1556
18, 6, 4, 1068
18, 7, 1, 5754
18, 7, 2, 4530
18, 8, 1, 75804
18, 8, 2, 49960
18, 8, 3, 73173
18, 8, 4, 14298
18, 8, 5, 946
18, 9, 1, 9060
18, 9, 2, 2323
18, 9, 3, 1435
18, 9, 4, 1753
18, 10, 1, 23126
18, 11, 1, 33040
18, 11, 2, 3509
18, 11, 3, 3870
18, 12, 1, 31632
18, 13, 1, 14881
18, 14, 1, 7044
18, 14, 2, 2172
18, 14, 3, 3221
18, 14, 4, 4167
18, 15, 1, 16588
18, 15, 2, 4559
18, 16, 1, 30744
18, 16, 2, 9345
18, 17, 1, 3819
18, 17, 2, 1525
18, 17, 3, 340
18, 18, 1, 18474
18, 19, 1, 12407
18, 19, 2, 7700
18, 19, 3, 11049
18, 20, 1, 9754
18, 20, 2, 2845
18, 20, 3, 6628
18, 21, 1, 6868
18, 21, 2, 3052
18, 21, 3, 2522
18, 22, 1, 7856
18, 23, 1, 8490
18, 24, 1, 4343
18, 25, 1, 7837
18, 26, 1, 5526
18, 27, 1, 2732
18, 28, 1, 32584
18, 29, 1, 7078
19, 1, 1, 4172
19, 1, 2, 4870
19, 1, 3, 4978
19, 1, 4, 3409
19, 2, 1, 18131
19, 2, 2, 20440
19, 2, 3, 4013
19, 2, 4, 2732
19, 2, 5, 3209
19, 2, 6, 3178
19, 2, 7, 3817
19, 2, 8, 3369
19, 2, 9, 3738
19, 2, 10, 3178
19, 2, 11, 1334
19, 2, 12, 1172
19, 3, 1, 9568
19, 3, 2, 3987
19, 3, 3, 4834
19, 3, 4, 1823
19, 3, 5, 2030
19, 4, 1, 11650
19, 4, 2, 5362
19, 4, 3, 2351
19, 4, 4, 2572
19, 5, 1, 12134
19, 5, 2, 8059
19, 5, 3, 7774
19, 5, 4, 7446
19, 5, 5, 3688
19, 5, 6, 3036
19, 5, 7, 4579
19, 6, 1, 5768
19, 6, 2, 5139
19, 6, 3, 6019
19, 6, 4, 3469
19, 6, 5, 2090
19, 6, 6, 3517
19, 7, 1, 44207
19, 7, 2, 26914
19, 7, 3, 9070
19, 7, 4, 7266
19, 7, 5, 8006
19, 7, 6, 12724
19, 8, 1, 9455
19, 8, 2, 1851
19, 8, 3, 817
19, 8, 4, 2290
19, 8, 5, 1708
19, 8, 6, 2927
19, 8, 7, 2500
19, 9, 1, 8585
19, 9, 2, 1221
19, 9, 3, 1939
19, 9, 4, 3739
19, 9, 5, 597
19, 10, 1, 5640
19, 10, 2, 5267
19, 10, 3, 1022
19, 11, 1, 9253
19, 11, 2, 1846
19, 11, 3, 4627
19, 12, 1, 6903
19, 12, 2, 6221
19, 12, 3, 14859
19, 12, 4, 11053
19, 13, 1, 9826
19, 13, 2, 8228
19, 13, 3, 15094
19, 13, 4, 8009
19, 14, 1, 9108
19, 14, 2, 3061
19, 14, 3, 9902
19, 14, 4, 1523
19, 15, 1, 5279
19, 15, 2, 1684
19, 15, 3, 3070
19, 15, 4, 2860
19, 16, 1, 5762
19, 16, 2, 3704
19, 16, 3, 2322
19, 17, 1, 3750
19, 17, 2, 515
19, 17, 3, 956
19, 18, 1, 4071
19, 18, 2, 1901
19, 19, 1, 4121
19, 19, 2, 963
19, 19, 3, 4229
19, 19, 4, 5639
19, 20, 1, 9797
19, 20, 2, 7125
19, 20, 3, 4240
20, 1, 1, 24215
20, 2, 1, 43091
20, 2, 2, 10253
20, 3, 1, 32326
20, 3, 2, 11710
20, 3, 3, 2317
20, 4, 1, 48953
20, 4, 2, 21731
20, 4, 3, 10770
20, 5, 1, 16546
20, 6, 1, 17584
20, 7, 1, 66645
20, 7, 2, 7123
20, 8, 1, 15847
20, 9, 1, 12753
20, 10, 1, 31861
20, 11, 1, 43525
20, 12, 1, 15939
20, 13, 1, 14068
20, 14, 1, 10342
20, 14, 2, 9913
21, 1, 1, 8489
21, 1, 2, 14898
21, 1, 3, 8389
21, 1, 4, 3225
21, 1, 5, 5536
21, 1, 6, 19947
21, 2, 1, 3432
21, 2, 2, 23128
21, 2, 3, 11837
21, 2, 4, 4651
21, 3, 1, 6816
21, 3, 2, 9062
21, 3, 3, 14788
21, 3, 4, 12183
21, 3, 5, 39081
21, 4, 1, 13133
21, 4, 2, 37233
21, 4, 3, 3271
21, 4, 4, 34717
21, 4, 5, 12333
21, 4, 6, 12239
21, 4, 7, 29600
21, 5, 1, 19571
21, 5, 2, 68590
21, 5, 3, 76994
21, 5, 4, 44006
21, 5, 5, 29047
21, 5, 6, 62883
21, 5, 7, 52589
21, 5, 8, 43590
21, 5, 9, 86384
21, 5, 10, 48593
21, 5, 11, 41006
21, 5, 12, 45250
21, 5, 13, 118928
21, 5, 14, 52948
21, 5, 15, 43586
21, 5, 16, 70428
21, 5, 17, 53117
21, 5, 18, 22777
21, 6, 1, 4512
21, 6, 2, 6978
21, 6, 3, 5852
21, 6, 4, 15517
21, 6, 5, 39344
21, 7, 1, 43333
21, 7, 2, 8847
21, 7, 3, 13032
21, 7, 4, 7323
21, 8, 1, 14045
21, 8, 2, 10623
21, 8, 3, 57343
21, 8, 4, 4864
21, 9, 1, 6191
21, 9, 2, 4245
21, 9, 3, 4647
21, 9, 4, 15782
21, 9, 5, 4328
21, 9, 6, 4910
21, 10, 1, 7977
21, 10, 2, 5193
21, 10, 3, 7731
21, 10, 4, 9575
21, 10, 5, 23797
21, 11, 1, 2491
21, 11, 2, 60324
21, 11, 3, 16750
21, 11, 4, 4316
21, 11, 5, 31808
21, 11, 6, 19817
21, 12, 1, 10466
21, 12, 2, 15434
21, 13, 1, 4053
21, 13, 2, 8401
21, 13, 3, 51858
21, 14, 1, 33563
21, 14, 2, 30262
21, 14, 3, 32924
21, 14, 4, 21954
21, 14, 5, 7389
21, 14, 6, 23135
21, 14, 7, 17171
21, 14, 8, 18500
21, 14, 9, 4479
21, 15, 1, 11914
21, 15, 2, 22135
21, 15, 3, 7990
21, 16, 1, 13033
21, 16, 2, 47220
21, 16, 3, 9438
21, 16, 4, 5325
21, 17, 1, 2638
21, 17, 2, 6754
21, 18, 1, 24763
21, 18, 2, 47823
21, 18, 3, 84330
21, 18, 4, 14437
21, 18, 5, 80789
21, 18, 6, 20635
21, 18, 7, 27642
21, 19, 1, 8943
21, 19, 2, 19057
21, 20, 1, 12345
21, 20, 2, 7731
21, 20, 3, 2495
21, 20, 4, 968
21, 21, 1, 15303
21, 21, 2, 18103
21, 21, 3, 3992
22, 1, 1, 25297
22, 1, 2, 40892
22, 1, 3, 12045
22, 1, 4, 8984
22, 2, 1, 5056
22, 2, 2, 739
22, 2, 3, 623
22, 2, 4, 234
22, 3, 1, 1660
22, 3, 2, 586
22, 3, 3, 133
22, 4, 1, 2079
22, 4, 2, 415
22, 4, 3, 156
22, 4, 4, 194
22, 5, 1, 1963
22, 5, 2, 2438
22, 5, 3, 1247
22, 5, 4, 700
22, 5, 5, 766
22, 6, 1, 2478
22, 6, 2, 1212
22, 6, 3, 611
22, 6, 4, 629
22, 7, 1, 1349
22, 7, 2, 603
22, 7, 3, 1178
22, 7, 4, 1650
22, 7, 5, 861
23, 1, 1, 6421
23, 1, 2, 5670
23, 1, 3, 11199
23, 1, 4, 12807
23, 1, 5, 13238
23, 1, 6, 13103
23, 1, 7, 9380
23, 1, 8, 7997
23, 2, 1, 4244
23, 2, 2, 3064
23, 3, 1, 5784
23, 3, 2, 1141
23, 3, 3, 3860
23, 3, 4, 4591
23, 3, 5, 1649
23, 3, 6, 1448
23, 4, 1, 4229
23, 4, 2, 1806
23, 4, 3, 3528
23, 4, 4, 13588
24, 1, 1, 39710
24, 1, 2, 28414
24, 1, 3, 5168
24, 1, 4, 70256
24, 1, 5, 18804
24, 1, 6, 15048
24, 1, 7, 31483
24, 1, 8, 14719
24, 1, 9, 9333
24, 1, 10, 38292
24, 1, 11, 36539
